,ID,A1,A2,A3,A4,A5,Score,source,target,source_tag,target_tag
8125,1105__diesels_26__change_28,3,1,1,0,0,0.511467164,diesels,change,"('diesels', 'NNS')","('change', 'NN')"
8126,6271__rivers_32__features_29,2,1,1,0,0,0.511301133,rivers,features,"('rivers', 'NNS')","('features', 'NNS')"
8128,3746__fields_30__applications_29,3,1,1,1,0,0.5112045470000001,fields,applications,"('fields', 'NNS')","('applications', 'NNS')"
8130,6668__remains_5__direction_4,2,1,1,1,0,0.511184568,remains,direction,"('remains', 'NNS')","('direction', 'NN')"
8132,7093__source_13__tension_15,3,2,1,0,0,0.5106895889999999,source,tension,"('source', 'NN')","('tension', 'NN')"
8134,3206__evident_4__section_7,2,1,1,0,0,0.510566657,evident,section,"('evident', 'NN')","('section', 'NN')"
8138,16197__month_17__hands_22,3,1,1,0,0,0.510161821,month,hands,"('month', 'NN')","('hands', 'NNS')"
8141,6365__girl_3__stage_7,1,1,1,1,0,0.509988494,girl,stage,"('girl', 'NN')","('stage', 'NN')"
8145,2573__loss_11__bring_5,1,1,1,1,0,0.509988494,loss,bring,"('loss', 'NN')","('bring', 'NN')"
8151,7033__team_28__helm_31,3,1,1,0,0,0.509850593,team,helm,"('team', 'NN')","('helm', 'NN')"
8154,1616__paper_10__looks_7,2,1,1,0,0,0.5090004579999999,paper,looks,"('paper', 'NN')","('looks', 'NNS')"
8161,721__story_18__elements_14,2,1,1,0,0,0.5090004579999999,story,elements,"('story', 'NN')","('elements', 'NNS')"
8171,5843__specks_19__fade_22,2,2,1,0,0,0.5085584,specks,fade,"('specks', 'NNS')","('fade', 'NN')"
8180,202__weed_21__courses_30,3,3,0,0,0,0.506581505,weed,courses,"('weed', 'NN')","('courses', 'NNS')"
8181,5846__cutwater_65__slices_72,3,2,0,0,0,0.506561332,cutwater,slices,"('cutwater', 'NN')","('slices', 'NNS')"
8186,1071__reliability_18__run_14,3,2,1,0,0,0.50626937,reliability,run,"('reliability', 'NN')","('run', 'NN')"
8189,4559__techniques_40__operations_38,2,2,1,0,0,0.5054582639999999,techniques,operations,"('techniques', 'NNS')","('operations', 'NNS')"
8197,6303__role_21__play_18,1,1,1,1,0,0.50501681,role,play,"('role', 'NN')","('play', 'NN')"
8200,3743__feature_3__applications_6,2,1,1,0,0,0.504919314,feature,applications,"('feature', 'NN')","('applications', 'NNS')"
8222,1875__lies_3__message_7,1,1,1,1,0,0.504554631,lies,message,"('lies', 'NNS')","('message', 'NN')"
8225,6550__issues_44__look_41,1,1,1,1,0,0.504554631,issues,look,"('issues', 'NNS')","('look', 'NN')"
8227,2683__complications_15__lot_13,1,1,1,1,0,0.504554631,complications,lot,"('complications', 'NNS')","('lot', 'NN')"
8233,1006__process_28__vital_23,1,1,1,1,0,0.504554631,process,vital,"('process', 'NN')","('vital', 'NN')"
8236,3503__initiatives_5__extent_10,1,1,1,1,0,0.504554631,initiatives,extent,"('initiatives', 'NNS')","('extent', 'NN')"
8237,3635__growth_31__disorder_34,1,1,1,1,0,0.504554631,growth,disorder,"('growth', 'NN')","('disorder', 'NN')"
8245,3597__Aspects_1__measures_4,1,1,1,1,0,0.504554631,Aspects,measures,"('Aspects', 'NNS')","('measures', 'NNS')"
8249,2513__deals_3__approach_6,1,1,1,1,0,0.504554631,deals,approach,"('deals', 'NNS')","('approach', 'NN')"
8255,6870__tension_2__views_6,1,1,1,1,0,0.504554631,tension,views,"('tension', 'NN')","('views', 'NNS')"
8259,838__publicity_12__campaigns_13,1,1,1,1,0,0.504554631,publicity,campaigns,"('publicity', 'NN')","('campaigns', 'NNS')"
8267,9446__bit_34__feel_32,1,1,1,1,0,0.504554631,bit,feel,"('bit', 'NN')","('feel', 'NN')"
8268,3563__growth_58__pressures_53,1,1,1,1,0,0.504554631,growth,pressures,"('growth', 'NN')","('pressures', 'NNS')"
8276,6533__information_6__range_9,1,1,1,1,0,0.504554631,information,range,"('information', 'NN')","('range', 'NN')"
8277,846__cylinder_18__heads_19,1,1,1,1,0,0.504554631,cylinder,heads,"('cylinder', 'NN')","('heads', 'NNS')"
8285,6955__produce_15__manage_13,1,1,1,1,0,0.504554631,produce,manage,"('produce', 'NN')","('manage', 'NN')"
8291,3597__measures_4__Aspects_1,1,1,1,1,0,0.504554631,measures,Aspects,"('measures', 'NNS')","('Aspects', 'NNS')"
8295,9961__time_10__waste_8,1,1,1,1,0,0.504554631,time,waste,"('time', 'NN')","('waste', 'NN')"
8296,6374__achievement_13__stage_14,1,1,1,1,0,0.504554631,achievement,stage,"('achievement', 'NN')","('stage', 'NN')"
8300,6835__covers_14__images_21,1,1,1,1,0,0.504554631,covers,images,"('covers', 'NNS')","('images', 'NNS')"
8304,3565__riots_12__midst_7,1,1,1,1,0,0.504554631,riots,midst,"('riots', 'NNS')","('midst', 'NN')"
8309,3505__powers_26__control_23,1,1,1,1,0,0.504554631,powers,control,"('powers', 'NNS')","('control', 'NN')"
8318,6415__ability_25__control_29,1,1,1,1,0,0.504554631,ability,control,"('ability', 'NN')","('control', 'NN')"
8319,6504__action_16__course_14,1,1,1,1,0,0.504554631,action,course,"('action', 'NN')","('course', 'NN')"
8320,6910__proposal_5__firm_4,1,1,1,1,0,0.504554631,proposal,firm,"('proposal', 'NN')","('firm', 'NN')"
8336,3463__ingredients_18__mixture_16,1,1,1,1,0,0.504554631,ingredients,mixture,"('ingredients', 'NNS')","('mixture', 'NN')"
8348,6905__lives_42__control_38,1,1,1,1,0,0.504554631,lives,control,"('lives', 'NNS')","('control', 'NN')"
8354,1907__building_10__walls_13,2,1,1,0,0,0.50448111,building,walls,"('building', 'NN')","('walls', 'NNS')"
8357,2652__test_29__marks_38,3,2,1,0,0,0.503949745,test,marks,"('test', 'NN')","('marks', 'NNS')"
8367,3130__care_51__community_54,1,1,1,1,0,0.503606697,care,community,"('care', 'NN')","('community', 'NN')"
8377,1087__designers_34__fought_35,1,1,1,1,0,0.503538458,designers,fought,"('designers', 'NNS')","('fought', 'NN')"
8384,8400__track_12__musicians_15,1,1,1,0,0,0.502716297,track,musicians,"('track', 'NN')","('musicians', 'NNS')"
8389,1491__range_14__wider_13,1,1,1,1,0,0.502051086,range,wider,"('range', 'NN')","('wider', 'NN')"
8391,8423__understand_6__background_8,1,1,1,1,0,0.502051086,understand,background,"('understand', 'NN')","('background', 'NN')"
8396,3568__society_39__stake_36,2,2,1,0,0,0.501454749,society,stake,"('society', 'NN')","('stake', 'NN')"
8397,6814__women_14__autonomy_12,2,2,1,0,0,0.501454749,women,autonomy,"('women', 'NNS')","('autonomy', 'NN')"
8399,6888__ability_7__recognise_9,1,1,1,1,0,0.501124233,ability,recognise,"('ability', 'NN')","('recognise', 'NN')"
8406,1157__boxes_32__cacophony_26,3,3,0,0,0,0.499317116,boxes,cacophony,"('boxes', 'NNS')","('cacophony', 'NN')"
8412,3148__education_12__course_13,1,1,1,1,0,0.497964964,education,course,"('education', 'NN')","('course', 'NN')"
8413,3543__reduction_18__role_21,2,1,1,1,0,0.497964964,reduction,role,"('reduction', 'NN')","('role', 'NN')"
8424,2866__dockland_19__diversions_20,3,2,0,0,0,0.497878659,dockland,diversions,"('dockland', 'NN')","('diversions', 'NNS')"
8435,1784__chemicals_5__activities_6,2,2,2,0,0,0.49615078799999995,chemicals,activities,"('chemicals', 'NNS')","('activities', 'NNS')"
8443,6414__range_10__courses_12,1,1,0,0,0,0.49453799600000004,range,courses,"('range', 'NN')","('courses', 'NNS')"
8457,6663__developments_37__level_32,3,1,1,1,0,0.493778987,developments,level,"('developments', 'NNS')","('level', 'NN')"
8461,2952__government_10__head_8,1,1,1,0,0,0.49259243399999997,government,head,"('government', 'NN')","('head', 'NN')"
8462,2049__colleague_17__join_15,1,1,1,0,0,0.49259243399999997,colleague,join,"('colleague', 'NN')","('join', 'NN')"
8463,6521__worker_6__network_9,1,1,1,1,0,0.49258501600000004,worker,network,"('worker', 'NN')","('network', 'NN')"
8465,145__people_15__portraits_13,3,1,1,1,0,0.49258501600000004,people,portraits,"('people', 'NNS')","('portraits', 'NNS')"
8470,8598__em_5__ram_4,3,2,0,0,0,0.49213586600000003,em,ram,"('em', 'NNS')","('ram', 'NN')"
8471,5607__bite_18__sleekness_23,3,2,0,0,0,0.49213586600000003,bite,sleekness,"('bite', 'NN')","('sleekness', 'NN')"
8472,9488__ba_14__bit_11,3,2,0,0,0,0.49213586600000003,ba,bit,"('ba', 'NN')","('bit', 'NN')"
8478,1231__notes_20__pledges_15,2,1,1,0,0,0.490956778,notes,pledges,"('notes', 'NNS')","('pledges', 'NNS')"
8486,3629__reworkings_4__images_2,2,1,1,0,0,0.490956778,reworkings,images,"('reworkings', 'NNS')","('images', 'NNS')"
8489,837__petrol_34__run_31,2,1,1,0,0,0.490956778,petrol,run,"('petrol', 'NN')","('run', 'NN')"
8490,3451__reconstruction_2__encourage_17,2,1,1,0,0,0.490956778,reconstruction,encourage,"('reconstruction', 'NN')","('encourage', 'NN')"
8502,2708__tenants_6__charge_5,1,1,1,0,0,0.49019920200000006,tenants,charge,"('tenants', 'NNS')","('charge', 'NN')"
8504,3532__agencies_53__variety_51,1,1,1,0,0,0.49019920200000006,agencies,variety,"('agencies', 'NNS')","('variety', 'NN')"
8506,6473__examines_4__section_3,1,1,1,0,0,0.49019920200000006,examines,section,"('examines', 'NNS')","('section', 'NN')"
8512,6877__language_12__respond_8,1,1,1,0,0,0.49019920200000006,language,respond,"('language', 'NN')","('respond', 'NN')"
8515,6474__mixture_6__concludes_3,1,1,1,0,0,0.49019920200000006,mixture,concludes,"('mixture', 'NN')","('concludes', 'NNS')"
8517,9345__town_15__lift_13,1,1,1,0,0,0.49019920200000006,town,lift,"('town', 'NN')","('lift', 'NN')"
8520,6472__progress_8__looks_4,2,1,1,0,0,0.49019920200000006,progress,looks,"('progress', 'NN')","('looks', 'NNS')"
8533,844__protects_21__seats_24,1,1,1,0,0,0.49019920200000006,protects,seats,"('protects', 'NNS')","('seats', 'NNS')"
8536,6574__staff_5__reflect_7,1,1,1,0,0,0.49019920200000006,staff,reflect,"('staff', 'NN')","('reflect', 'NN')"
8539,6878__animals_37__exclude_36,1,1,1,0,0,0.49019920200000006,animals,exclude,"('animals', 'NNS')","('exclude', 'NN')"
8541,6873__children_24__observations_21,1,1,1,0,0,0.49019920200000006,children,observations,"('children', 'NNS')","('observations', 'NNS')"
8544,3636__rioters_15__responses_19,1,1,1,0,0,0.49019920200000006,rioters,responses,"('rioters', 'NNS')","('responses', 'NNS')"
8550,6797__construct_23__helps_21,1,1,1,0,0,0.49019920200000006,construct,helps,"('construct', 'NN')","('helps', 'NN')"
8560,6912__examinations_6__conduct_4,1,1,1,0,0,0.49019920200000006,examinations,conduct,"('examinations', 'NNS')","('conduct', 'NN')"
8561,8552__issue_18__force_16,1,1,1,0,0,0.49019920200000006,issue,force,"('issue', 'NN')","('force', 'NN')"
8570,905__firm_7__solicitors_10,2,1,1,1,0,0.488906555,firm,solicitors,"('firm', 'NN')","('solicitors', 'NNS')"
8575,7061__worth_30__regiment_22,3,2,2,0,0,0.48832696200000003,worth,regiment,"('worth', 'NN')","('regiment', 'NN')"
8584,3503__capitalism_50__powers_48,2,1,1,0,0,0.487625016,capitalism,powers,"('capitalism', 'NN')","('powers', 'NNS')"
8587,4525__services_17__hold_13,3,1,1,0,0,0.487541974,services,hold,"('services', 'NNS')","('hold', 'NN')"
8588,1767__world_7__leader_9,3,1,1,1,0,0.487189321,world,leader,"('world', 'NN')","('leader', 'NN')"
8612,2561__sentence_46__entrusts_47,2,1,1,0,0,0.486260266,sentence,entrusts,"('sentence', 'NN')","('entrusts', 'NNS')"
8618,6425__change_21__attitudes_22,1,1,1,0,0,0.48615308,change,attitudes,"('change', 'NN')","('attitudes', 'NNS')"
8622,3087__cash_47__deposits_48,1,1,1,0,0,0.48615308,cash,deposits,"('cash', 'NN')","('deposits', 'NNS')"
8631,3752__research_6__challenges_4,2,1,1,0,0,0.48615308,research,challenges,"('research', 'NN')","('challenges', 'NNS')"
8633,152__profession_28__machinery_24,2,1,1,0,0,0.48615308,profession,machinery,"('profession', 'NN')","('machinery', 'NN')"
8634,6195__information_16__source_14,1,1,1,0,0,0.48615308,information,source,"('information', 'NN')","('source', 'NN')"
8635,2576__murder_8__degrees_6,1,1,1,0,0,0.48615308,murder,degrees,"('murder', 'NN')","('degrees', 'NNS')"
8636,3656__sociology_14__introductions_11,1,1,1,0,0,0.48615308,sociology,introductions,"('sociology', 'NN')","('introductions', 'NNS')"
8637,6426__schools_13__pupils_10,1,1,1,0,0,0.48615308,schools,pupils,"('schools', 'NNS')","('pupils', 'NNS')"
8640,3158__specify_11__feature_14,1,1,1,0,0,0.48615308,specify,feature,"('specify', 'NN')","('feature', 'NN')"
8646,2514__law_20__responds_21,3,2,1,0,0,0.48542667799999994,law,responds,"('law', 'NN')","('responds', 'NNS')"
8648,3119__election_31__campaign_32,1,1,1,1,0,0.485306275,election,campaign,"('election', 'NN')","('campaign', 'NN')"
8649,2866__prostitution_22__diversions_20,3,3,2,0,0,0.485203958,prostitution,diversions,"('prostitution', 'NN')","('diversions', 'NNS')"
8651,3441__rise_21__conditions_13,1,1,1,1,0,0.484690843,rise,conditions,"('rise', 'NN')","('conditions', 'NNS')"
8653,861__shorter_18__intervals_16,1,1,1,1,0,0.484690843,shorter,intervals,"('shorter', 'NN')","('intervals', 'NNS')"
8654,972__stresses_26__value_28,1,1,1,1,0,0.484690843,stresses,value,"('stresses', 'NNS')","('value', 'NN')"
8659,6796__existence_49__conception_45,2,2,2,0,0,0.48430786200000003,existence,conception,"('existence', 'NN')","('conception', 'NN')"
8660,737__responsibility_14__talk_9,3,2,1,0,0,0.48430786200000003,responsibility,talk,"('responsibility', 'NN')","('talk', 'NN')"
8663,6145__system_10__performance_11,1,1,1,1,0,0.48407417799999997,system,performance,"('system', 'NN')","('performance', 'NN')"
8664,6435__interaction_19__patterns_16,3,2,1,1,0,0.484031128,interaction,patterns,"('interaction', 'NN')","('patterns', 'NNS')"
8666,11404__corner_20__bottom_19,1,1,1,0,0,0.48388447,corner,bottom,"('corner', 'NN')","('bottom', 'NN')"
8672,2774__cattle_12__marked_21,2,2,1,0,0,0.483140881,cattle,marked,"('cattle', 'NNS')","('marked', 'NNS')"
8678,3124__resources_19__level_15,1,1,1,0,0,0.482948252,resources,level,"('resources', 'NNS')","('level', 'NN')"
8680,6425__attitudes_22__change_21,1,1,1,1,0,0.482276618,attitudes,change,"('attitudes', 'NNS')","('change', 'NN')"
8686,6428__behaviour_11__change_5,2,1,1,1,0,0.482276618,behaviour,change,"('behaviour', 'NN')","('change', 'NN')"
8689,6357__self-examination_15__route_31,3,2,2,0,0,0.481968006,self-examination,route,"('self-examination', 'NN')","('route', 'NN')"
8698,1347__eyes_3__sacrifice_12,3,3,1,0,0,0.48063075,eyes,sacrifice,"('eyes', 'NNS')","('sacrifice', 'NN')"
8699,2572__gravity_37__account_42,3,2,2,0,0,0.48044409,gravity,account,"('gravity', 'NN')","('account', 'NN')"
8706,2582__trials_23__cost_20,1,1,0,0,0,0.479953155,trials,cost,"('trials', 'NNS')","('cost', 'NN')"
8713,909__light_8__quench_3,3,3,1,0,0,0.47905595700000003,light,quench,"('light', 'NN')","('quench', 'NN')"
8720,8020__women_9__turn-off_6,2,2,1,0,0,0.47881020799999996,women,turn-off,"('women', 'NNS')","('turn-off', 'NN')"
8722,944__desire_21__feel_18,2,2,1,0,0,0.47881020799999996,desire,feel,"('desire', 'NN')","('feel', 'NN')"
8729,198__income_8__sources_13,1,1,1,1,0,0.478775974,income,sources,"('income', 'NN')","('sources', 'NNS')"
8733,6442__failure_21__meet_19,1,1,1,1,0,0.478775974,failure,meet,"('failure', 'NN')","('meet', 'NN')"
8739,705__revival_26__looms_30,3,3,1,0,0,0.4783058,revival,looms,"('revival', 'NN')","('looms', 'NNS')"
8740,1337__adoption_17__reveals_29,3,2,2,0,0,0.4783058,adoption,reveals,"('adoption', 'NN')","('reveals', 'NNS')"
8750,13837__bit_2__spicy_3,2,1,1,1,0,0.476883026,bit,spicy,"('bit', 'NN')","('spicy', 'NN')"
8761,6852__nature_11__enters_14,1,1,0,0,0,0.476651293,nature,enters,"('nature', 'NN')","('enters', 'NNS')"
8765,3603__relation_10__continuities_4,1,1,0,0,0,0.476651293,relation,continuities,"('relation', 'NN')","('continuities', 'NNS')"
8769,12952__yeah_9__job_7,2,2,1,0,0,0.476519316,yeah,job,"('yeah', 'NN')","('job', 'NN')"
8771,6171__resource_9__return_2,2,1,1,0,0,0.47644218899999996,resource,return,"('resource', 'NN')","('return', 'NN')"
8776,4546__discussion_12__implies_16,2,1,1,0,0,0.475732139,discussion,implies,"('discussion', 'NN')","('implies', 'NNS')"
8778,6558__information_6__system_7,2,1,1,1,0,0.47528107299999994,information,system,"('information', 'NN')","('system', 'NN')"
8782,6370__debates_57__contribute_54,2,1,1,0,0,0.47485425,debates,contribute,"('debates', 'NNS')","('contribute', 'NN')"
8790,7005__conversation_24__impression_21,2,2,2,0,0,0.47439702200000006,conversation,impression,"('conversation', 'NN')","('impression', 'NN')"
8793,6738__promote_37__campaign_35,1,1,1,1,0,0.474109791,promote,campaign,"('promote', 'NN')","('campaign', 'NN')"
8800,6574__express_33__environment_29,1,1,1,0,0,0.47363670700000005,express,environment,"('express', 'NN')","('environment', 'NN')"
8808,1393__suggestion_15__vibrant_12,3,2,1,0,0,0.47300216,suggestion,vibrant,"('suggestion', 'NN')","('vibrant', 'NN')"
8809,3646__sound_39__echoes_52,2,2,1,0,0,0.472579566,sound,echoes,"('sound', 'NN')","('echoes', 'NNS')"
8810,2874__age_2__structure_3,3,2,1,0,0,0.472523078,age,structure,"('age', 'NN')","('structure', 'NN')"
8813,1767__division_38__growth_30,1,1,1,1,0,0.472050649,division,growth,"('division', 'NN')","('growth', 'NN')"
8817,7073__party_13__support_11,1,1,1,0,0,0.471787439,party,support,"('party', 'NN')","('support', 'NN')"
8819,873__sales_2__combine_3,2,1,1,1,0,0.47132101200000004,sales,combine,"('sales', 'NNS')","('combine', 'NN')"
8820,6736__caught_19__eye_21,1,1,1,1,0,0.47132101200000004,caught,eye,"('caught', 'NN')","('eye', 'NN')"
8823,6852__nature_11__stage_16,3,2,0,0,0,0.47094716,nature,stage,"('nature', 'NN')","('stage', 'NN')"
8824,1104__centre_8__slip_4,3,2,1,0,0,0.47079977700000003,centre,slip,"('centre', 'NN')","('slip', 'NN')"
8840,6241__limitations_7__horizontal_13,2,2,1,0,0,0.469833428,limitations,horizontal,"('limitations', 'NNS')","('horizontal', 'NN')"
8841,6727__prince_21__household_27,2,2,1,0,0,0.469833428,prince,household,"('prince', 'NN')","('household', 'NN')"
8853,5162__wall_8__patches_5,2,2,1,0,0,0.469361924,wall,patches,"('wall', 'NN')","('patches', 'NNS')"
8856,3750__draws_18__role_22,2,2,1,0,0,0.46818781299999995,draws,role,"('draws', 'NN')","('role', 'NN')"
8863,580__decide_20__deal_22,1,1,0,0,0,0.467302074,decide,deal,"('decide', 'NN')","('deal', 'NN')"
8865,2651__murder_29__situations_32,2,1,1,0,0,0.46688907700000004,murder,situations,"('murder', 'NN')","('situations', 'NNS')"
8874,4502__step_15__direction_18,2,1,1,0,0,0.466725995,step,direction,"('step', 'NN')","('direction', 'NN')"
8877,3687__behaviour_8__links_5,2,2,1,0,0,0.46657168200000004,behaviour,links,"('behaviour', 'NN')","('links', 'NNS')"
8879,1566__committee_29__expulsion_26,2,2,1,0,0,0.46657168200000004,committee,expulsion,"('committee', 'NN')","('expulsion', 'NN')"
8884,6914__observations_13__wise_8,2,1,1,1,0,0.466304685,observations,wise,"('observations', 'NNS')","('wise', 'NN')"
8894,1462__region_16__steps_2,2,2,1,0,0,0.465546653,region,steps,"('region', 'NN')","('steps', 'NNS')"
8896,6612__struggle_43__forms_38,2,2,1,0,0,0.46550275399999996,struggle,forms,"('struggle', 'NN')","('forms', 'NNS')"
8899,8233__indicator_13__calm_3,3,1,1,0,0,0.46531653700000003,indicator,calm,"('indicator', 'NN')","('calm', 'NN')"
8905,1885__authority_12__structures_7,3,3,1,0,0,0.464750482,authority,structures,"('authority', 'NN')","('structures', 'NNS')"
8907,3117__team_30__secure_33,2,1,1,0,0,0.464621028,team,secure,"('team', 'NN')","('secure', 'NN')"
8916,4510__data_11__produce_9,1,1,1,0,0,0.463939173,data,produce,"('data', 'NNS')","('produce', 'NN')"
8917,6403__fashion_10__change_5,2,2,2,0,0,0.46384733899999997,fashion,change,"('fashion', 'NN')","('change', 'NN')"
8919,2912__entourage_11__chaos_3,3,3,0,0,0,0.46377207600000003,entourage,chaos,"('entourage', 'NN')","('chaos', 'NN')"
8924,1893__form_14__structure_18,2,1,1,1,0,0.463608904,form,structure,"('form', 'NN')","('structure', 'NN')"
8925,2573__bring_5__loss_11,2,2,0,0,0,0.463559724,bring,loss,"('bring', 'NN')","('loss', 'NN')"
8930,6350__model_9__detail_5,1,1,1,0,0,0.46354854700000003,model,detail,"('model', 'NN')","('detail', 'NN')"
8933,1368__child_14__bearing_11,1,1,1,0,0,0.46354854700000003,child,bearing,"('child', 'NN')","('bearing', 'NN')"
8936,2653__kills_29__course_32,1,1,1,0,0,0.46354854700000003,kills,course,"('kills', 'NNS')","('course', 'NN')"
8938,2559__discussion_4__brings_2,1,1,1,0,0,0.46354854700000003,discussion,brings,"('discussion', 'NN')","('brings', 'NNS')"
8939,2520__person_25__regard_23,1,1,1,0,0,0.46354854700000003,person,regard,"('person', 'NN')","('regard', 'NN')"
8942,1609__notice_9__react_6,1,1,1,0,0,0.46354854700000003,notice,react,"('notice', 'NN')","('react', 'NN')"
8945,6417__curriculum_28__aspects_25,1,1,1,0,0,0.46354854700000003,curriculum,aspects,"('curriculum', 'NN')","('aspects', 'NNS')"
8950,6655__question_19__avoid_17,1,1,1,0,0,0.46354854700000003,question,avoid,"('question', 'NN')","('avoid', 'NN')"
8951,6202__peaks_2__dealt_7,3,2,0,0,0,0.463525777,peaks,dealt,"('peaks', 'NNS')","('dealt', 'NN')"
8954,1284__access_26__allows_25,2,1,1,0,0,0.462890201,access,allows,"('access', 'NN')","('allows', 'NNS')"
8959,521__site_22__stands_19,2,1,1,0,0,0.462568174,site,stands,"('site', 'NN')","('stands', 'NNS')"
8961,2899__suburbs_28__appeal_24,3,2,0,0,0,0.46225267600000003,suburbs,appeal,"('suburbs', 'NNS')","('appeal', 'NN')"
8969,3726__actions_40__reaction_35,3,2,1,0,0,0.46200458,actions,reaction,"('actions', 'NNS')","('reaction', 'NN')"
8974,3197__variety_5__materials_7,1,1,1,1,0,0.461796166,variety,materials,"('variety', 'NN')","('materials', 'NNS')"
8976,5443__day_8__heart_2,3,3,0,0,0,0.461679169,day,heart,"('day', 'NN')","('heart', 'NN')"
8978,1484__escalations_23__swallow_34,2,2,0,0,0,0.46148818399999997,escalations,swallow,"('escalations', 'NNS')","('swallow', 'NN')"
8979,1484__cost_22__swallow_34,2,2,0,0,0,0.46148818399999997,cost,swallow,"('cost', 'NN')","('swallow', 'NN')"
8981,592__director_14__plant_17,3,2,1,0,0,0.461460483,director,plant,"('director', 'NN')","('plant', 'NN')"
8982,9118__cut_23__sticks_27,3,2,1,0,0,0.461460483,cut,sticks,"('cut', 'NN')","('sticks', 'NNS')"
8987,6916__guardians_22__suit_25,1,1,1,0,0,0.46100500299999997,guardians,suit,"('guardians', 'NNS')","('suit', 'NN')"
8994,1852__network_4__field_17,2,2,1,0,0,0.460804854,network,field,"('network', 'NN')","('field', 'NN')"
8995,13348__television_14__playing_8,2,2,1,0,0,0.460653939,television,playing,"('television', 'NN')","('playing', 'NN')"
8996,1850__life_20__aspects_24,2,1,1,1,0,0.46058555,life,aspects,"('life', 'NN')","('aspects', 'NNS')"
8999,5607__sleekness_23__bite_18,3,3,0,0,0,0.46032199,sleekness,bite,"('sleekness', 'NN')","('bite', 'NN')"
9003,5817__drug_12__habit_13,2,1,1,0,0,0.46004157799999995,drug,habit,"('drug', 'NN')","('habit', 'NN')"
9007,6503__parents_11__attitudes_13,1,1,1,0,0,0.460027836,parents,attitudes,"('parents', 'NNS')","('attitudes', 'NNS')"
9009,5598__appearance_16__chair_21,1,1,1,0,0,0.460027836,appearance,chair,"('appearance', 'NN')","('chair', 'NN')"
9011,3130__health_14__emphasis_11,2,1,1,0,0,0.45929197899999996,health,emphasis,"('health', 'NN')","('emphasis', 'NN')"
9014,6790__manhood_11__stages_14,2,1,1,0,0,0.459284002,manhood,stages,"('manhood', 'NN')","('stages', 'NNS')"
9016,1263__night_15__move_10,1,1,1,0,0,0.459284002,night,move,"('night', 'NN')","('move', 'NN')"
9017,6494__prevent_11__resource_9,2,1,1,0,0,0.459284002,prevent,resource,"('prevent', 'NN')","('resource', 'NN')"
9018,3568__call_7__suppression_11,2,1,1,0,0,0.459284002,call,suppression,"('call', 'NN')","('suppression', 'NN')"
9020,3547__result_2__expansion_6,2,1,1,0,0,0.459284002,result,expansion,"('result', 'NN')","('expansion', 'NN')"
9022,3572__riots_37__response_34,2,1,1,0,0,0.459284002,riots,response,"('riots', 'NNS')","('response', 'NN')"
9026,2994__intervals_22__reflectors_19,2,1,1,0,0,0.459284002,intervals,reflectors,"('intervals', 'NNS')","('reflectors', 'NNS')"
9029,3452__youth_47__sections_44,2,1,1,0,0,0.459284002,youth,sections,"('youth', 'NN')","('sections', 'NNS')"
9030,6797__practices_19__interacts_16,2,1,1,0,0,0.459284002,practices,interacts,"('practices', 'NNS')","('interacts', 'NNS')"
9034,3434__product_4__reconstruction_8,2,1,1,0,0,0.459284002,product,reconstruction,"('product', 'NN')","('reconstruction', 'NN')"
9037,962__hydrangea_8__heads_4,2,1,1,0,0,0.459284002,hydrangea,heads,"('hydrangea', 'NN')","('heads', 'NNS')"
9040,980__gardeners_3__novice_2,1,1,1,0,0,0.459284002,gardeners,novice,"('gardeners', 'NNS')","('novice', 'NN')"
9048,9052__rock_15__band_16,1,1,1,0,0,0.459284002,rock,band,"('rock', 'NN')","('band', 'NN')"
9053,6648__possibility_7__confronts_5,3,1,1,0,0,0.45882556399999996,possibility,confronts,"('possibility', 'NN')","('confronts', 'NNS')"
9057,1074__help_13__levels_17,3,1,1,0,0,0.45853068399999997,help,levels,"('help', 'NN')","('levels', 'NNS')"
9065,7565__engine_4__cut_2,2,1,1,0,0,0.45776429799999996,engine,cut,"('engine', 'NN')","('cut', 'NN')"
9070,743__effect_2__advertisement_8,2,2,1,0,0,0.45756440200000004,effect,advertisement,"('effect', 'NN')","('advertisement', 'NN')"
9074,1208__architect_27__temple_12,3,2,0,0,0,0.457187761,architect,temple,"('architect', 'NN')","('temple', 'NN')"
9078,1533__journeys_10__carry_14,2,1,1,0,0,0.45698061700000003,journeys,carry,"('journeys', 'NNS')","('carry', 'NN')"
9080,7061__speeches_65__advance_67,2,1,1,0,0,0.45698061700000003,speeches,advance,"('speeches', 'NNS')","('advance', 'NN')"
9084,6367__career_11__image_15,1,1,1,0,0,0.45695888100000004,career,image,"('career', 'NN')","('image', 'NN')"
9085,3523__sympathy_28__sector_32,1,1,1,0,0,0.45695888100000004,sympathy,sector,"('sympathy', 'NN')","('sector', 'NN')"
9087,4516__registries_8__sources_3,2,2,1,0,0,0.456720405,registries,sources,"('registries', 'NNS')","('sources', 'NNS')"
9088,5465__party_2__scene_3,2,1,1,1,0,0.45649796200000003,party,scene,"('party', 'NN')","('scene', 'NN')"
9089,1025__vendor_4__view_8,1,1,1,1,0,0.45649796200000003,vendor,view,"('vendor', 'NN')","('view', 'NN')"
9092,703__stress_8__management_9,3,1,1,1,0,0.45649796200000003,stress,management,"('stress', 'NN')","('management', 'NN')"
